,date,lat_bin,lon_bin,Element,Element_value,Element_dis
139974,2015-02-16,5202,318,lead,1210.0,65.62645104068648
139975,2015-02-16,5458,549,zinc,43500.0,111.41924246360651
139976,2015-02-16,5458,751,zinc,43500.0,74.71702703028235
139977,2015-02-16,5458,568,zinc,43500.0,106.5995036580975
139978,2015-02-16,5458,749,zinc,43500.0,74.85521944094278
139979,2015-02-16,5458,760,zinc,43500.0,74.17039078568422
139980,2015-02-16,5458,759,zinc,43500.0,74.22499829080405
139981,2015-02-16,5458,750,zinc,43500.0,74.78536997766821
139982,2015-02-16,5458,785,zinc,43500.0,73.31436701140531
139983,2015-02-16,5458,753,zinc,43500.0,74.58487716273088
139984,2015-02-16,5459,760,zinc,43500.0,73.57727313325664
139985,2015-02-16,5459,754,zinc,43500.0,73.93068713280509
139986,2015-02-16,5459,748,zinc,43500.0,74.33929994010155
139987,2015-02-16,5459,759,zinc,43500.0,73.63230693717206
139988,2015-02-16,5459,752,zinc,43500.0,74.06080079354136
139989,2015-02-16,5459,753,zinc,43500.0,73.99497919125336
139990,2015-02-16,5459,750,zinc,43500.0,74.19701624696411
139991,2015-02-16,5459,751,zinc,43500.0,74.12814786387399
139992,2015-02-16,5459,756,zinc,43500.0,73.80670754598506
139993,2015-02-16,5460,757,zinc,43500.0,73.1553631387429
139994,2015-02-16,5460,751,zinc,43500.0,73.53945507189648
139995,2015-02-16,5460,749,zinc,43500.0,73.679786945843
139996,2015-02-16,5460,550,zinc,43500.0,110.35807687799448
139997,2015-02-16,5460,755,zinc,43500.0,73.27721014393161
139998,2015-02-16,5460,750,zinc,43500.0,73.6088571169614
139999,2015-02-16,5460,760,zinc,43500.0,72.98427464058516
140000,2015-02-16,5460,759,zinc,43500.0,73.0397415727365
140001,2015-02-16,5461,760,zinc,43500.0,72.39139823598315
140002,2015-02-16,5461,759,zinc,43500.0,72.44730528899312
140003,2015-02-16,5461,551,zinc,43500.0,109.69905831407065
140004,2015-02-16,5461,749,zinc,43500.0,73.0923800459307
140005,2015-02-16,5461,750,zinc,43500.0,73.02089728999306
140006,2015-02-16,5461,748,zinc,43500.0,73.16539692291639
140007,2015-02-16,5461,758,zinc,43500.0,72.50478782126989
140008,2015-02-16,5462,749,zinc,43500.0,72.50518606158002
140009,2015-02-16,5462,759,zinc,43500.0,71.85500127870849
140010,2015-02-16,5462,761,zinc,43500.0,71.7438836953352
140011,2015-02-16,5462,748,zinc,43500.0,72.57877551461797
140012,2015-02-16,5462,747,zinc,43500.0,72.65390528234013
140013,2015-02-16,5207,320,lead,1210.0,68.63081688190302
140014,2015-02-16,5463,759,zinc,43500.0,71.26283284007128
140015,2015-02-16,5463,761,zinc,43500.0,71.1508181558735
140016,2015-02-16,5463,749,zinc,43500.0,71.91821020799564
140017,2015-02-16,5463,552,zinc,43500.0,108.64360959590523
140018,2015-02-16,5463,548,zinc,43500.0,109.6920793369993
140019,2015-02-16,5463,750,zinc,43500.0,71.84559511583879
140020,2015-02-16,5208,349,lead,1210.0,74.64224518224376
140021,2015-02-16,5208,319,lead,1210.0,68.99923596001946
140022,2015-02-16,5464,761,zinc,43500.0,70.55787675112879
140023,2015-02-16,5464,555,zinc,43500.0,107.46421838241642
140024,2015-02-16,5464,748,zinc,43500.0,71.40622001724684
140025,2015-02-16,5464,548,zinc,43500.0,109.30052711370317
140026,2015-02-16,5209,317,lead,1210.0,69.21120984517201
140027,2015-02-16,5209,347,lead,1210.0,74.72531631925845
140028,2015-02-16,5209,426,lead,1210.0,94.19536045660803
140029,2015-02-16,5465,550,zinc,43500.0,108.38222977116195
140030,2015-02-16,5465,758,zinc,43500.0,70.13828134911556
140031,2015-02-16,5465,760,zinc,43500.0,70.02117551264297
140032,2015-02-16,5465,759,zinc,43500.0,70.07891642396024
140033,2015-02-16,5465,756,zinc,43500.0,70.26186665768678
140034,2015-02-16,5465,561,zinc,43500.0,105.50673396506666
140035,2015-02-16,5465,757,zinc,43500.0,70.19926616678434
140036,2015-02-16,5465,557,zinc,43500.0,106.54595188670008
140037,2015-02-16,5465,578,zinc,43500.0,101.17773936459369
140038,2015-02-16,5210,421,lead,1210.0,93.20616792996327
140039,2015-02-16,5210,423,lead,1210.0,93.75712275283021
140040,2015-02-16,5210,420,lead,1210.0,92.93171197191863
140041,2015-02-16,5466,578,zinc,43500.0,100.7622511357381
140042,2015-02-16,5466,755,zinc,43500.0,69.73637347749231
140043,2015-02-16,5466,754,zinc,43500.0,69.80273192066974
140044,2015-02-16,5466,756,zinc,43500.0,69.67163415466274
140045,2015-02-16,5466,552,zinc,43500.0,107.46406367628555
140046,2015-02-16,5466,757,zinc,43500.0,69.608518471097
140047,2015-02-16,5211,422,lead,1210.0,93.881596975168
140048,2015-02-16,5211,423,lead,1210.0,94.15617908639562
140049,2015-02-16,5211,421,lead,1210.0,93.60769583978067
140050,2015-02-16,5467,756,zinc,43500.0,69.08157696039827
140051,2015-02-16,5467,753,zinc,43500.0,69.28229354383336
140052,2015-02-16,5467,755,zinc,43500.0,69.14685259194792
140053,2015-02-16,5467,757,zinc,43500.0,69.01793743148372
140054,2015-02-16,5467,793,zinc,43500.0,67.84667600659702
140055,2015-02-16,5212,422,lead,1210.0,94.28401053596868
140056,2015-02-16,5212,326,lead,1210.0,72.314800819036
140057,2015-02-16,5212,423,lead,1210.0,94.55736315412963
140058,2015-02-16,5212,424,lead,1210.0,94.83139473217902
140059,2015-02-16,5212,429,lead,1210.0,96.21153328851379
140060,2015-02-16,5212,379,lead,1210.0,83.26468612445511
140061,2015-02-16,5468,753,zinc,43500.0,68.6940897592709
140062,2015-02-16,5468,794,zinc,43500.0,67.24540700383088
140063,2015-02-16,5468,554,zinc,43500.0,106.1568514882711
140064,2015-02-16,5468,752,zinc,43500.0,68.7648281366895
140065,2015-02-16,5213,430,lead,1210.0,96.88433427607926
140066,2015-02-16,5213,327,lead,1210.0,73.01774561323298
140067,2015-02-16,5213,381,lead,1210.0,84.1989242864174
140068,2015-02-16,5213,380,lead,1210.0,83.96149936302403
140069,2015-02-16,5213,423,lead,1210.0,94.9606479886624
140070,2015-02-16,5469,556,zinc,43500.0,105.23911051595726
140071,2015-02-16,5469,751,zinc,43500.0,68.25040204133323
140072,2015-02-16,5469,798,zinc,43500.0,66.65905952105194
140073,2015-02-16,5469,790,zinc,43500.0,66.65905952105194
140074,2015-02-16,5469,800,zinc,43500.0,66.67662777304935
140075,2015-02-16,5469,794,zinc,43500.0,66.64500158415346
140076,2015-02-16,5469,754,zinc,43500.0,68.03641477468791
140077,2015-02-16,5469,755,zinc,43500.0,67.96838241407515
140078,2015-02-16,5214,383,lead,1210.0,85.13346948592385
140079,2015-02-16,5214,384,lead,1210.0,85.37246960527281
140080,2015-02-16,5214,382,lead,1210.0,84.89543458559659
140081,2015-02-16,5214,431,lead,1210.0,97.55749250984127
140082,2015-02-16,5470,796,zinc,43500.0,66.04814199948039
140083,2015-02-16,5470,558,zinc,43500.0,104.32150367667784
140084,2015-02-16,5470,790,zinc,43500.0,66.05877836222143
140085,2015-02-16,5470,755,zinc,43500.0,67.37944311894414
140086,2015-02-16,5470,794,zinc,43500.0,66.04459616447679
140087,2015-02-16,5215,432,lead,1210.0,98.2309996742949
140088,2015-02-16,5215,385,lead,1210.0,86.06830732498717
140089,2015-02-16,5215,386,lead,1210.0,86.30788774487709
140090,2015-02-16,5215,387,lead,1210.0,86.54841136776818
140091,2015-02-16,5215,388,lead,1210.0,86.78987034738999
140092,2015-02-16,5471,750,zinc,43500.0,67.15341151352116
140093,2015-02-16,5471,753,zinc,43500.0,66.9307783610937
140094,2015-02-16,5471,790,zinc,43500.0,65.45849948238896
140095,2015-02-16,5471,792,zinc,43500.0,65.44776822254828
140096,2015-02-16,5216,388,lead,1210.0,87.24357008551817
140097,2015-02-16,5216,387,lead,1210.0,87.0034240201196
140098,2015-02-16,5216,386,lead,1210.0,86.7642153215223
140099,2015-02-16,5216,433,lead,1210.0,98.90484767648557
140100,2015-02-16,5472,800,zinc,43500.0,64.8762654501338
140101,2015-02-16,5472,788,zinc,43500.0,64.8762654501338
140102,2015-02-16,5472,559,zinc,43500.0,103.28339757100933
140103,2015-02-16,5217,391,lead,1210.0,88.42111791295392
140104,2015-02-16,5217,389,lead,1210.0,87.93880637011894
140105,2015-02-16,5217,390,lead,1210.0,88.1795039227519
140106,2015-02-16,5217,358,lead,1210.0,80.97508713030282
140107,2015-02-16,5217,435,lead,1210.0,99.85429577992696
140108,2015-02-16,5473,561,zinc,43500.0,102.36628053679594
140109,2015-02-16,5473,753,zinc,43500.0,65.75637881886905
140110,2015-02-16,5218,364,lead,1210.0,82.73083848466095
140111,2015-02-16,5218,392,lead,1210.0,89.1156770824077
140112,2015-02-16,5218,367,lead,1210.0,83.37583244085461
140113,2015-02-16,5218,378,lead,1210.0,85.82403727503666
140114,2015-02-16,5218,374,lead,1210.0,84.91904221123195
140115,2015-02-16,5218,393,lead,1210.0,89.35781601246497
140116,2015-02-16,5218,436,lead,1210.0,100.52827588672689
140117,2015-02-16,5218,356,lead,1210.0,81.0611997799785
140118,2015-02-16,5218,391,lead,1210.0,88.87444172583939
140119,2015-02-16,5218,370,lead,1210.0,84.03075769494312
140120,2015-02-16,5219,373,lead,1210.0,85.17372545082584
140121,2015-02-16,5219,394,lead,1210.0,90.05207789336774
140122,2015-02-16,5219,376,lead,1210.0,85.84392009621872
140123,2015-02-16,5219,401,lead,1210.0,91.7689486090357
140124,2015-02-16,5219,371,lead,1210.0,84.73218130038622
140125,2015-02-16,5475,751,zinc,43500.0,64.73488192213063
140126,2015-02-16,5475,563,zinc,43500.0,101.06607069818445
140127,2015-02-16,5220,373,lead,1210.0,85.6536041595616
140128,2015-02-16,5220,380,lead,1210.0,87.22272601734
140129,2015-02-16,5220,375,lead,1210.0,86.0967776388211
140130,2015-02-16,5220,438,lead,1210.0,101.87719878517116
140131,2015-02-16,5220,378,lead,1210.0,86.76929834668952
140132,2015-02-16,5220,397,lead,1210.0,91.23184569514848
140133,2015-02-16,5220,395,lead,1210.0,90.74642344957303
140134,2015-02-16,5220,382,lead,1210.0,87.68014459139447
140135,2015-02-16,5220,396,lead,1210.0,90.9886951619843
140136,2015-02-16,5476,565,zinc,43500.0,100.14945611389314
140137,2015-02-16,5221,384,lead,1210.0,88.6088207825605
140138,2015-02-16,5221,438,lead,1210.0,102.27893168829323
140139,2015-02-16,5221,368,lead,1210.0,85.05205185962423
140140,2015-02-16,5222,367,lead,1210.0,85.329217486388
140141,2015-02-16,5222,382,lead,1210.0,88.62147615740002
140142,2015-02-16,5222,366,lead,1210.0,85.1182534936821
140143,2015-02-16,5222,381,lead,1210.0,88.39481444331089
140144,2015-02-16,5223,441,lead,1210.0,103.9028822971426
140145,2015-02-16,5223,386,lead,1210.0,90.00587496896603
140146,2015-02-16,5223,392,lead,1210.0,91.40148209866976
140147,2015-02-16,5223,378,lead,1210.0,88.19884719359544
140148,2015-02-16,5223,391,lead,1210.0,91.16655888220343
140149,2015-02-16,5223,380,lead,1210.0,88.64466400929078
140150,2015-02-16,5223,369,lead,1210.0,86.24382489213549
140151,2015-02-16,5479,609,zinc,43500.0,87.61120740533043
140152,2015-02-16,5224,377,lead,1210.0,88.45823216601906
140153,2015-02-16,5224,380,lead,1210.0,89.12169092579259
140154,2015-02-16,5224,381,lead,1210.0,89.34485506797365
140155,2015-02-16,5224,378,lead,1210.0,88.67837192993636
140156,2015-02-16,5224,382,lead,1210.0,89.56901231502496
140157,2015-02-16,5224,388,lead,1210.0,90.93439721769701
140158,2015-02-16,5224,442,lead,1210.0,104.57869584095457
140159,2015-02-16,5225,380,lead,1210.0,89.60020113703328
140160,2015-02-16,5225,370,lead,1210.0,87.43724358341389
140161,2015-02-16,5225,373,lead,1210.0,88.07517070439037
140162,2015-02-16,5225,390,lead,1210.0,91.86329519766736
140163,2015-02-16,5225,377,lead,1210.0,88.94046039899924
140164,2015-02-16,5225,376,lead,1210.0,88.72258378351302
140165,2015-02-16,5481,609,zinc,43500.0,86.77293803830626
140166,2015-02-16,5226,392,lead,1210.0,92.79255354039978
140167,2015-02-16,5226,377,lead,1210.0,89.42411906562157
140168,2015-02-16,5227,374,lead,1210.0,89.26600551579504
140169,2015-02-16,5227,377,lead,1210.0,89.90918508120649
140170,2015-02-16,5227,379,lead,1210.0,90.34310187947479
140171,2015-02-16,5227,375,lead,1210.0,89.47936274528695
140172,2015-02-16,5227,368,lead,1210.0,88.00808989500479
140173,2015-02-16,5227,444,lead,1210.0,106.33755872296867
140174,2015-02-16,5227,373,lead,1210.0,89.0536941906078
140175,2015-02-16,5483,734,zinc,43500.0,61.74139577318888
140176,2015-02-16,5483,744,zinc,43500.0,60.692766428891204
140177,2015-02-16,5228,369,lead,1210.0,88.71118111316122
140178,2015-02-16,5228,376,lead,1210.0,90.18141929724304
140179,2015-02-16,5228,368,lead,1210.0,88.50541893070617
140180,2015-02-16,5228,445,lead,1210.0,107.01493741504127
140181,2015-02-16,5228,371,lead,1210.0,89.12594684388827
140182,2015-02-16,5228,370,lead,1210.0,88.91802626555307
140183,2015-02-16,5228,394,lead,1210.0,94.18808375182253
140184,2015-02-16,5228,375,lead,1210.0,89.96823363931607
140185,2015-02-16,5228,367,lead,1210.0,88.3007472928081
140186,2015-02-16,5228,366,lead,1210.0,88.09717380413598
140187,2015-02-16,5228,372,lead,1210.0,89.33493533535498
140188,2015-02-16,5228,373,lead,1210.0,89.54498425886207
140189,2015-02-16,5484,744,zinc,43500.0,60.11626572605887
140190,2015-02-16,5229,369,lead,1210.0,89.2085852805301
140191,2015-02-16,5229,366,lead,1210.0,88.59816267570807
140192,2015-02-16,5229,365,lead,1210.0,88.3968876957559
140193,2015-02-16,5229,364,lead,1210.0,88.19672491442822
140194,2015-02-16,5229,397,lead,1210.0,95.3493049434847
140195,2015-02-16,5229,368,lead,1210.0,89.0040189930528
140196,2015-02-16,5229,446,lead,1210.0,107.69256903403631
140197,2015-02-16,5485,609,zinc,43500.0,85.1224513954976
140198,2015-02-16,5485,740,zinc,43500.0,59.946391176470684
140199,2015-02-16,5485,743,zinc,43500.0,59.6391012255656
140200,2015-02-16,5230,447,lead,1210.0,108.37044795239468
140201,2015-02-16,5230,376,lead,1210.0,91.16077728825908
140202,2015-02-16,5230,362,lead,1210.0,88.30670365288945
140203,2015-02-16,5230,378,lead,1210.0,91.58545130884269
140204,2015-02-16,5230,380,lead,1210.0,92.01418916662223
140205,2015-02-16,5230,377,lead,1210.0,91.3726027627728
140206,2015-02-16,5486,736,zinc,43500.0,59.8130680106011
140207,2015-02-16,5486,738,zinc,43500.0,59.59036529556293
140208,2015-02-16,5486,734,zinc,43500.0,60.04271467617311
140209,2015-02-16,5486,743,zinc,43500.0,59.06449784825374
140210,2015-02-16,5486,574,zinc,43500.0,93.96653497825257
140211,2015-02-16,5486,610,zinc,43500.0,84.4610831335368
140212,2015-02-16,5486,733,zinc,43500.0,60.16011722830294
140213,2015-02-16,5231,375,lead,1210.0,91.44281652607134
140214,2015-02-16,5231,374,lead,1210.0,91.23423867706789
140215,2015-02-16,5231,392,lead,1210.0,95.14158488064669
140216,2015-02-16,5231,447,lead,1210.0,108.78080562403804
140217,2015-02-16,5231,398,lead,1210.0,96.5122522427695
140218,2015-02-16,5231,373,lead,1210.0,91.02670484875932
140219,2015-02-16,5231,377,lead,1210.0,91.86307578922413
140220,2015-02-16,5231,397,lead,1210.0,96.28156577636348
140221,2015-02-16,5231,399,lead,1210.0,96.74382055142468
140222,2015-02-16,5487,612,zinc,43500.0,83.54602415671575
140223,2015-02-16,5487,741,zinc,43500.0,58.69737025479959
140224,2015-02-16,5232,448,lead,1210.0,109.45961701335305
140225,2015-02-16,5232,374,lead,1210.0,91.7295222167952
140226,2015-02-16,5232,395,lead,1210.0,96.29354784200672
140227,2015-02-16,5232,396,lead,1210.0,96.5212841660225
140228,2015-02-16,5232,400,lead,1210.0,97.44112078611771
140229,2015-02-16,5232,392,lead,1210.0,95.61577548338694
140230,2015-02-16,5233,388,lead,1210.0,95.20525771494071
140231,2015-02-16,5233,397,lead,1210.0,97.21971744748086
140232,2015-02-16,5233,405,lead,1210.0,99.07102031041593
140233,2015-02-16,5233,395,lead,1210.0,96.76566735576624
140234,2015-02-16,5233,358,lead,1210.0,89.0727044415015
140235,2015-02-16,5233,394,lead,1210.0,96.53999295854209
140236,2015-02-16,5233,369,lead,1210.0,91.21059724627756
140237,2015-02-16,5233,372,lead,1210.0,91.81669468849857
140238,2015-02-16,5233,402,lead,1210.0,98.37030796322321
140239,2015-02-16,5233,390,lead,1210.0,95.64644821448783
140240,2015-02-16,5489,612,zinc,43500.0,82.73666361790595
140241,2015-02-16,5234,412,lead,1210.0,101.18926245719352
140242,2015-02-16,5234,409,lead,1210.0,100.47454523751209
140243,2015-02-16,5234,392,lead,1210.0,96.56836919064985
140244,2015-02-16,5234,394,lead,1210.0,97.01467914916361
140245,2015-02-16,5234,413,lead,1210.0,101.42911196062008
140246,2015-02-16,5234,449,lead,1210.0,110.55211128408125
140247,2015-02-16,5490,742,zinc,43500.0,56.877020824606284
140248,2015-02-16,5490,642,zinc,43500.0,74.91184132302904
140249,2015-02-16,5490,644,zinc,43500.0,74.44067962865714
140250,2015-02-16,5235,392,lead,1210.0,97.04673094599934
140251,2015-02-16,5235,390,lead,1210.0,96.60640053842498
140252,2015-02-16,5491,640,zinc,43500.0,74.95244615852647
140253,2015-02-16,5236,385,lead,1210.0,96.00972604320323
140254,2015-02-16,5236,357,lead,1210.0,90.43960875253242
140255,2015-02-16,5492,639,zinc,43500.0,74.76199762179296
140256,2015-02-16,5492,743,zinc,43500.0,55.62832269821731
140257,2015-02-16,5493,637,zinc,43500.0,74.8212391286042
140258,2015-02-16,5238,394,lead,1210.0,98.92708380686126
140259,2015-02-16,5238,392,lead,1210.0,98.48983494626917
140260,2015-02-16,5238,393,lead,1210.0,98.70800087304112
140261,2015-02-16,5238,395,lead,1210.0,99.14707766476494
140262,2015-02-16,5238,398,lead,1210.0,99.8124643849142
140263,2015-02-16,5494,744,zinc,43500.0,54.37971773387234
140264,2015-02-16,5494,636,zinc,43500.0,74.64449026119539
140265,2015-02-16,5239,400,lead,1210.0,100.73524849182249
140266,2015-02-16,5239,370,lead,1210.0,94.44285984527119
140267,2015-02-16,5239,368,lead,1210.0,94.05545368361739
140268,2015-02-16,5239,396,lead,1210.0,99.84716965883979
140269,2015-02-16,5239,389,lead,1210.0,98.327880899927
140270,2015-02-16,5239,378,lead,1210.0,96.03446555186532
140271,2015-02-16,5239,371,lead,1210.0,94.63816012039621
140272,2015-02-16,5239,390,lead,1210.0,98.54214646615776
140273,2015-02-16,5239,397,lead,1210.0,100.06785547653615
140274,2015-02-16,5239,388,lead,1210.0,98.11455682448188
140275,2015-02-16,5239,394,lead,1210.0,99.40850140006177
140276,2015-02-16,5239,373,lead,1210.0,95.03192221703958
140277,2015-02-16,5239,399,lead,1210.0,100.51190079002168
140278,2015-02-16,5239,374,lead,1210.0,95.23037095871632
140279,2015-02-16,5239,393,lead,1210.0,99.1905309228861
140280,2015-02-16,5239,381,lead,1210.0,96.64817058771108
140281,2015-02-16,5239,384,lead,1210.0,97.2707989877603
140282,2015-02-16,5239,376,lead,1210.0,95.63037127803828
140283,2015-02-16,5239,375,lead,1210.0,95.42985614231418
140284,2015-02-16,5239,385,lead,1210.0,97.48029525693799
140285,2015-02-16,5239,387,lead,1210.0,97.90218039822844
140286,2015-02-16,5239,379,lead,1210.0,96.23803181696128
140287,2015-02-16,5239,391,lead,1210.0,98.75734739114252
140288,2015-02-16,5495,744,zinc,43500.0,53.809272917923266
140289,2015-02-16,5495,634,zinc,43500.0,74.72239182154557
140290,2015-02-16,5240,397,lead,1210.0,100.5472486957974
140291,2015-02-16,5240,379,lead,1210.0,96.73728137606693
140292,2015-02-16,5240,388,lead,1210.0,98.6038891932015
140293,2015-02-16,5240,394,lead,1210.0,99.8912072842298
140294,2015-02-16,5240,386,lead,1210.0,98.18229755147199
140295,2015-02-16,5240,384,lead,1210.0,97.76454452959024
140296,2015-02-16,5496,745,zinc,43500.0,53.131209247981005
140297,2015-02-16,5496,631,zinc,43500.0,75.0632619423173
140298,2015-02-16,5496,633,zinc,43500.0,74.55945078353098
140299,2015-02-16,5241,392,lead,1210.0,99.94456124571074
140300,2015-02-16,5241,385,lead,1210.0,98.46677692926876
140301,2015-02-16,5241,398,lead,1210.0,101.24731410378824
140302,2015-02-16,5241,399,lead,1210.0,101.4675811323822
140303,2015-02-16,5241,378,lead,1210.0,97.03629629894004
140304,2015-02-16,5241,389,lead,1210.0,99.30556681031521
140305,2015-02-16,5241,396,lead,1210.0,100.80944947050682
140306,2015-02-16,5241,386,lead,1210.0,98.67504169460344
140307,2015-02-16,5241,379,lead,1210.0,97.237674607406
140308,2015-02-16,5241,390,lead,1210.0,99.51763193714567
140309,2015-02-16,5241,376,lead,1210.0,96.6365718744408
140310,2015-02-16,5241,383,lead,1210.0,98.05314939072241
140311,2015-02-16,5241,394,lead,1210.0,100.37518287313003
140312,2015-02-16,5242,403,lead,1210.0,102.83284671400095
140313,2015-02-16,5242,387,lead,1210.0,99.3771094738677
140314,2015-02-16,5242,389,lead,1210.0,99.79623579010273
140315,2015-02-16,5498,746,zinc,43500.0,51.8828008745337
140316,2015-02-16,5243,407,lead,1210.0,104.20450441511608
140317,2015-02-16,5243,382,lead,1210.0,98.84547715543431
140318,2015-02-16,5499,747,zinc,43500.0,51.205027098227745
140319,2015-02-16,5244,393,lead,1210.0,101.6220198120453
140320,2015-02-16,5244,411,lead,1210.0,105.5822906260776
140321,2015-02-16,5244,418,lead,1210.0,107.19565063378707
140322,2015-02-16,5244,385,lead,1210.0,99.95529138930787
140323,2015-02-16,5244,416,lead,1210.0,106.73070894122289
140324,2015-02-16,5244,386,lead,1210.0,100.16032253776918
140325,2015-02-16,5500,748,zinc,43500.0,50.52765090622284
140326,2015-02-16,5245,392,lead,1210.0,101.9014145596754
140327,2015-02-16,5245,385,lead,1210.0,100.45373795567266
140328,2015-02-16,5245,369,lead,1210.0,97.32515469949324
140329,2015-02-16,5501,749,zinc,43500.0,49.85068676549033
140330,2015-02-16,5246,385,lead,1210.0,100.95329401149327
140331,2015-02-16,5246,393,lead,1210.0,102.60307317769932
140332,2015-02-16,5246,370,lead,1210.0,98.0282237891449
140333,2015-02-16,5246,389,lead,1210.0,101.77067385141086
140334,2015-02-16,5246,394,lead,1210.0,102.81347716933182
140335,2015-02-16,5502,750,zinc,43500.0,49.17414992919821
140336,2015-02-16,5247,385,lead,1210.0,101.45394316749547
140337,2015-02-16,5247,383,lead,1210.0,101.05308736672798
140338,2015-02-16,5247,387,lead,1210.0,101.85864217875806
140339,2015-02-16,5247,391,lead,1210.0,102.67938750960629
140340,2015-02-16,5503,751,zinc,43500.0,48.498056490261796
140341,2015-02-16,5248,380,lead,1210.0,100.96600473570207
140342,2015-02-16,5248,381,lead,1210.0,101.16198381353765
140343,2015-02-16,5504,752,zinc,43500.0,47.82242343927056
140344,2015-02-16,5249,376,lead,1210.0,100.70402262269378
140345,2015-02-16,5249,378,lead,1210.0,101.08697410753199
140346,2015-02-16,5249,377,lead,1210.0,100.89499629371515
140347,2015-02-16,5249,453,lead,1210.0,117.95416303672387
140348,2015-02-16,5250,458,lead,1210.0,119.65504984844695
140349,2015-02-16,5250,455,lead,1210.0,118.89344522138715
140350,2015-02-16,5250,422,lead,1210.0,110.9099518368186
140351,2015-02-16,5506,753,zinc,43500.0,46.573635853427575
140352,2015-02-16,5251,456,lead,1210.0,119.579854475809
140353,2015-02-16,5251,423,lead,1210.0,111.6065493352326
140354,2015-02-16,5251,422,lead,1210.0,111.37707083172317
140355,2015-02-16,5251,458,lead,1210.0,120.08625955423076
140356,2015-02-16,5251,459,lead,1210.0,120.34038154615224
140357,2015-02-16,5507,754,zinc,43500.0,45.89842630408422
140358,2015-02-16,5507,751,zinc,43500.0,46.212059445970226
140359,2015-02-16,5507,753,zinc,43500.0,46.00068623646437
140360,2015-02-16,5252,423,lead,1210.0,112.0739293988072
140361,2015-02-16,5508,756,zinc,43500.0,45.12487001001316
140362,2015-02-16,5508,750,zinc,43500.0,45.75282806666718
140363,2015-02-16,5508,757,zinc,43500.0,45.02837537362927
140364,2015-02-16,5253,424,lead,1210.0,112.77079761110281
140365,2015-02-16,5253,425,lead,1210.0,112.9997828771351
140366,2015-02-16,5253,459,lead,1210.0,121.20519732110078
140367,2015-02-16,5253,458,lead,1210.0,120.95300653071405
140368,2015-02-16,5509,760,zinc,43500.0,44.17312912740032
140369,2015-02-16,5509,757,zinc,43500.0,44.45182987745827
140370,2015-02-16,5509,758,zinc,43500.0,44.3565099758924
140371,2015-02-16,5254,459,lead,1210.0,121.63974398717465
140372,2015-02-16,5254,425,lead,1210.0,113.4676744479339
140373,2015-02-16,5254,424,lead,1210.0,113.23968696365267
140374,2015-02-16,5510,764,zinc,43500.0,43.25187070446561
140375,2015-02-16,5510,761,zinc,43500.0,43.50443200498921
140376,2015-02-16,5510,749,zinc,43500.0,44.7341974617368
140377,2015-02-16,5510,763,zinc,43500.0,43.33354609417144
140378,2015-02-16,5510,750,zinc,43500.0,44.61872303463289
140379,2015-02-16,5255,460,lead,1210.0,122.32658559953825
140380,2015-02-16,5255,426,lead,1210.0,114.16455891336979
140381,2015-02-16,5255,424,lead,1210.0,113.70981261776816
140382,2015-02-16,5255,425,lead,1210.0,113.93680805622171
140383,2015-02-16,5255,459,lead,1210.0,122.07569622016318
140384,2015-02-16,5511,749,zinc,43500.0,44.16992043839979
140385,2015-02-16,5511,750,zinc,43500.0,44.052996301045674
140386,2015-02-16,5511,751,zinc,43500.0,43.93839890221753
140387,2015-02-16,5256,425,lead,1210.0,114.40716842284564
140388,2015-02-16,5256,460,lead,1210.0,122.76297807011545
140389,2015-02-16,5256,427,lead,1210.0,114.86145003547576
140390,2015-02-16,5256,426,lead,1210.0,114.63393349434851
140391,2015-02-16,5256,459,lead,1210.0,122.51303901529448
140392,2015-02-16,5512,748,zinc,43500.0,43.727346518688556
140393,2015-02-16,5257,426,lead,1210.0,115.10452543177097
140394,2015-02-16,5257,460,lead,1210.0,123.2007502181372
140395,2015-02-16,5257,415,lead,1210.0,112.66323827321344
140396,2015-02-16,5257,427,lead,1210.0,115.33106236946658
140397,2015-02-16,5257,459,lead,1210.0,122.95175753376327
140398,2015-02-16,5513,752,zinc,43500.0,42.69163977430938
140399,2015-02-16,5258,428,lead,1210.0,116.02819379467425
140400,2015-02-16,5258,427,lead,1210.0,115.80188279632893
140401,2015-02-16,5258,459,lead,1210.0,123.39183710145352
140402,2015-02-16,5514,752,zinc,43500.0,42.12576474624219
140403,2015-02-16,5259,428,lead,1210.0,116.499239688446
140404,2015-02-16,5259,460,lead,1210.0,124.08037508825927
140405,2015-02-16,5515,800,zinc,43500.0,39.07972015638485
140406,2015-02-16,5515,773,zinc,43500.0,39.67516211620405
140407,2015-02-16,5515,775,zinc,43500.0,39.55825437761968
140408,2015-02-16,5515,752,zinc,43500.0,41.56085867192723
140409,2015-02-16,5260,461,lead,1210.0,124.76899353420171
140410,2015-02-16,5260,428,lead,1210.0,116.97147006215526
140411,2015-02-16,5260,459,lead,1210.0,124.27602150369657
140412,2015-02-16,5516,798,zinc,43500.0,38.45003938687628
140413,2015-02-16,5516,796,zinc,43500.0,38.43197140727788
140414,2015-02-16,5516,753,zinc,43500.0,40.879615432856674
140415,2015-02-16,5261,461,lead,1210.0,125.21121030202218
140416,2015-02-16,5261,428,lead,1210.0,117.44487062788865
140417,2015-02-16,5517,768,zinc,43500.0,38.845908452063625
140418,2015-02-16,5517,796,zinc,43500.0,37.831660061475404
